"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","productcategorykey","productcategoryalternatekey","englishproductcategoryname","productsubcategorykey-2","productsubcategoryalternatekey","englishproductsubcategoryname","productcategorykey-2"
419,"RW-M423",17,"LL Mountain Rear Wheel","Black",500,375,NULL,1,"M ","LL Mountain Rear Wheel","Replacement mountain wheel for entry-level rider.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
416,"FW-T905",17,"Touring Front Wheel","Black",500,375,NULL,1,"T ","Touring Front Wheel","Aerodynamic rims for smooth riding.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
422,"RW-R623",17,"LL Road Rear Wheel","Black",500,375,NULL,1,"R ","LL Road Rear Wheel","Replacement road rear wheel for entry-level cyclist.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
421,"RW-M928",17,"HL Mountain Rear Wheel","Black",500,375,NULL,1,"M ","HL Mountain Rear Wheel","High-performance mountain replacement wheel.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
420,"RW-M762",17,"ML Mountain Rear Wheel","Black",500,375,NULL,1,"M ","ML Mountain Rear Wheel","Replacement mountain wheel for the casual to serious rider.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
424,"RW-R820",17,"HL Road Rear Wheel","Black",500,375,NULL,1,"R ","HL Road Rear Wheel","Strong rear wheel with double-walled rim.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
425,"RW-T905",17,"Touring Rear Wheel","Black",500,375,NULL,1,"T ","Touring Rear Wheel","Excellent aerodynamic rims guarantee a smooth ride.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
415,"FW-R820",17,"HL Road Front Wheel","Black",500,375,NULL,1,"R ","HL Road Front Wheel","Strong wheel with double-walled rim.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
414,"FW-R762",17,"ML Road Front Wheel","Black",500,375,NULL,1,"R ","ML Road Front Wheel","Sturdy alloy features a quick-release hub.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
413,"FW-R623",17,"LL Road Front Wheel","Black",500,375,NULL,1,"R ","LL Road Front Wheel","Replacement road front wheel for entry-level cyclist.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
412,"FW-M928",17,"HL Mountain Front Wheel","Black",500,375,NULL,1,"M ","HL Mountain Front Wheel","High-performance mountain replacement wheel.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
411,"FW-M762",17,"ML Mountain Front Wheel","Black",500,375,NULL,1,"M ","ML Mountain Front Wheel","Replacement mountain wheel for the casual to serious rider.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
410,"FW-M423",17,"LL Mountain Front Wheel","Black",500,375,NULL,1,"M ","LL Mountain Front Wheel","Replacement mountain wheel for entry-level rider.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
423,"RW-R762",17,"ML Road Rear Wheel","Black",500,375,NULL,1,"R ","ML Road Rear Wheel","Aluminum alloy rim with stainless steel spokes; built for speed.","00:00.0","00:00.0",NULL,2,2,"Components",17,17,"Wheels",2
459,"SB-M891-S",18,"Men's Bib-Shorts, S","Multi",4,3,"S",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",18,18,"Bib-Shorts",3
461,"SB-M891-L",18,"Men's Bib-Shorts, L","Multi",4,3,"L",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",18,18,"Bib-Shorts",3
460,"SB-M891-M",18,"Men's Bib-Shorts, M","Multi",4,3,"M",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",18,18,"Bib-Shorts",3
224,"CA-1098",19,"AWC Logo Cap","Multi",4,3,NULL,0,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","00:00.0","00:00.0",NULL,3,3,"Clothing",19,19,"Caps",3
225,"CA-1098",19,"AWC Logo Cap","Multi",4,3,NULL,0,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","00:00.0",NULL,"Current",3,3,"Clothing",19,19,"Caps",3
223,"CA-1098",19,"AWC Logo Cap","Multi",4,3,NULL,0,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","00:00.0","00:00.0",NULL,3,3,"Clothing",19,19,"Caps",3
465,"GL-H102-M",20,"Half-Finger Gloves, M","Black",4,3,"M",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current",3,3,"Clothing",20,20,"Gloves",3
464,"GL-H102-M",20,"Half-Finger Gloves, M","Black",4,3,"M",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL,3,3,"Clothing",20,20,"Gloves",3
463,"GL-H102-S",20,"Half-Finger Gloves, S","Black",4,3,"S",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current",3,3,"Clothing",20,20,"Gloves",3
462,"GL-H102-S",20,"Half-Finger Gloves, S","Black",4,3,"S",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL,3,3,"Clothing",20,20,"Gloves",3
467,"GL-H102-L",20,"Half-Finger Gloves, L","Black",4,3,"L",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current",3,3,"Clothing",20,20,"Gloves",3
468,"GL-F110-S",20,"Full-Finger Gloves, S","Black",4,3,"S",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL,3,3,"Clothing",20,20,"Gloves",3
469,"GL-F110-M",20,"Full-Finger Gloves, M","Black",4,3,"M",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL,3,3,"Clothing",20,20,"Gloves",3
470,"GL-F110-L",20,"Full-Finger Gloves, L","Black",4,3,"L",0,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","00:00.0","00:00.0",NULL,3,3,"Clothing",20,20,"Gloves",3
466,"GL-H102-L",20,"Half-Finger Gloves, L","Black",4,3,"L",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL,3,3,"Clothing",20,20,"Gloves",3
226,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S","Multi",4,3,"S",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
237,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL","Multi",4,3,"XL",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
236,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL","Multi",4,3,"XL",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
229,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M","Multi",4,3,"M",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
228,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S","Multi",4,3,"S",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
235,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL","Multi",4,3,"XL",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
234,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L","Multi",4,3,"L",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
233,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L","Multi",4,3,"L",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
232,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L","Multi",4,3,"L",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
231,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M","Multi",4,3,"M",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
491,"SJ-0194-X",21,"Short-Sleeve Classic Jersey, XL","Yellow",4,3,"XL",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
490,"SJ-0194-L",21,"Short-Sleeve Classic Jersey, L","Yellow",4,3,"L",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
489,"SJ-0194-M",21,"Short-Sleeve Classic Jersey, M","Yellow",4,3,"M",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
488,"SJ-0194-S",21,"Short-Sleeve Classic Jersey, S","Yellow",4,3,"S",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current",3,3,"Clothing",21,21,"Jerseys",3
227,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S","Multi",4,3,"S",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
230,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M","Multi",4,3,"M",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,3,3,"Clothing",21,21,"Jerseys",3
454,"SH-M897-L",22,"Men's Sports Shorts, L","Black",4,3,"L",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",22,22,"Shorts",3
445,"SH-M897-S",22,"Men's Sports Shorts, S","Black",4,3,"S",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",22,22,"Shorts",3
474,"SH-W890-S",22,"Women's Mountain Shorts, S","Black",4,3,"S",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current",3,3,"Clothing",22,22,"Shorts",3
476,"SH-W890-L",22,"Women's Mountain Shorts, L","Black",4,3,"L",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current",3,3,"Clothing",22,22,"Shorts",3
475,"SH-W890-M",22,"Women's Mountain Shorts, M","Black",4,3,"M",0,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","00:00.0",NULL,"Current",3,3,"Clothing",22,22,"Shorts",3
455,"SH-M897-X",22,"Men's Sports Shorts, XL","Black",4,3,"XL",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",22,22,"Shorts",3
453,"SH-M897-M",22,"Men's Sports Shorts, M","Black",4,3,"M",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,3,3,"Clothing",22,22,"Shorts",3
482,"SO-R809-L",23,"Racing Socks, L","White",4,3,"L",0,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","00:00.0",NULL,"Current",3,3,"Clothing",23,23,"Socks",3
218,"SO-B909-M",23,"Mountain Bike Socks, M","White",4,3,"M",0,"M ","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","00:00.0","00:00.0",NULL,3,3,"Clothing",23,23,"Socks",3
219,"SO-B909-L",23,"Mountain Bike Socks, L","White",4,3,"L",0,"M ","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","00:00.0","00:00.0",NULL,3,3,"Clothing",23,23,"Socks",3
481,"SO-R809-M",23,"Racing Socks, M","White",4,3,"M",0,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","00:00.0",NULL,"Current",3,3,"Clothing",23,23,"Socks",3
457,"TG-W091-M",24,"Women's Tights, M","Black",4,3,"M",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL,3,3,"Clothing",24,24,"Tights",3
456,"TG-W091-S",24,"Women's Tights, S","Black",4,3,"S",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL,3,3,"Clothing",24,24,"Tights",3
458,"TG-W091-L",24,"Women's Tights, L","Black",4,3,"L",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL,3,3,"Clothing",24,24,"Tights",3
473,"VE-C304-L",25,"Classic Vest, L","Blue",4,3,"L",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current",3,3,"Clothing",25,25,"Vests",3
471,"VE-C304-S",25,"Classic Vest, S","Blue",4,3,"S",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current",3,3,"Clothing",25,25,"Vests",3
472,"VE-C304-M",25,"Classic Vest, M","Blue",4,3,"M",0,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","00:00.0",NULL,"Current",3,3,"Clothing",25,25,"Vests",3
483,"RA-H123",26,"Hitch Rack - 4-Bike","NA",4,3,NULL,0,"S ","Hitch Rack - 4-Bike","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","00:00.0",NULL,"Current",4,4,"Accessories",26,26,"Bike Racks",4
486,"ST-1401",27,"All-Purpose Bike Stand","NA",4,3,NULL,0,"M ","All-Purpose Bike Stand","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.","00:00.0",NULL,"Current",4,4,"Accessories",27,27,"Bike Stands",4
479,"BC-R205",28,"Road Bottle Cage","NA",4,3,NULL,0,"R ","Road Bottle Cage","Aluminum cage is lighter than our mountain version; perfect for long distance trips.","00:00.0",NULL,"Current",4,4,"Accessories",28,28,"Bottles and Cages",4
477,"WB-H098",28,"Water Bottle - 30 oz.","NA",4,3,NULL,0,"S ","Water Bottle","AWC logo water bottle - holds 30 oz; leak-proof.","00:00.0",NULL,"Current",4,4,"Accessories",28,28,"Bottles and Cages",4
478,"BC-M005",28,"Mountain Bottle Cage","NA",4,3,NULL,0,"M ","Mountain Bottle Cage","Tough aluminum cage holds bottle securly on tough terrain.","00:00.0",NULL,"Current",4,4,"Accessories",28,28,"Bottles and Cages",4
484,"CL-9009",29,"Bike Wash - Dissolver","NA",4,3,NULL,0,"S ","Bike Wash","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","00:00.0",NULL,"Current",4,4,"Accessories",29,29,"Cleaners",4
485,"FE-6654",30,"Fender Set - Mountain","NA",4,3,NULL,0,"M ","Fender Set - Mountain","Clip-on fenders fit most mountain bikes.","00:00.0",NULL,"Current",4,4,"Accessories",30,30,"Fenders",4
216,"HL-U509",31,"Sport-100 Helmet, Black","Black",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,4,4,"Accessories",31,31,"Helmets",4
220,"HL-U509-B",31,"Sport-100 Helmet, Blue","Blue",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,4,4,"Accessories",31,31,"Helmets",4
217,"HL-U509",31,"Sport-100 Helmet, Black","Black",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0",NULL,"Current",4,4,"Accessories",31,31,"Helmets",4
221,"HL-U509-B",31,"Sport-100 Helmet, Blue","Blue",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,4,4,"Accessories",31,31,"Helmets",4
215,"HL-U509",31,"Sport-100 Helmet, Black","Black",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,4,4,"Accessories",31,31,"Helmets",4
214,"HL-U509-R",31,"Sport-100 Helmet, Red","Red",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0",NULL,"Current",4,4,"Accessories",31,31,"Helmets",4
213,"HL-U509-R",31,"Sport-100 Helmet, Red","Red",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,4,4,"Accessories",31,31,"Helmets",4
212,"HL-U509-R",31,"Sport-100 Helmet, Red","Red",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,4,4,"Accessories",31,31,"Helmets",4
222,"HL-U509-B",31,"Sport-100 Helmet, Blue","Blue",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0",NULL,"Current",4,4,"Accessories",31,31,"Helmets",4
487,"HY-1023-70",32,"Hydration Pack - 70 oz.","Silver",4,3,"70",0,"S ","Hydration Pack","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","00:00.0",NULL,"Current",4,4,"Accessories",32,32,"Hydration Packs",4
450,"LT-T990",33,"Taillights - Battery-Powered","NA",4,3,NULL,0,"R ","Taillight","Affordable light for safe night riding - uses 3 AAA batteries","00:00.0","00:00.0",NULL,4,4,"Accessories",33,33,"Lights",4
451,"LT-H902",33,"Headlights - Dual-Beam","NA",4,3,NULL,0,"R ","Headlights - Dual-Beam","Rechargeable dual-beam headlight.","00:00.0","00:00.0",NULL,4,4,"Accessories",33,33,"Lights",4
452,"LT-H903",33,"Headlights - Weatherproof","NA",4,3,NULL,0,"R ","Headlights - Weatherproof","Rugged weatherproof headlight.","00:00.0","00:00.0",NULL,4,4,"Accessories",33,33,"Lights",4
447,"LO-C100",34,"Cable Lock","NA",4,3,NULL,0,"S ","Cable Lock","Wraps to fit front and rear tires, carrier and 2 keys included.","00:00.0","00:00.0",NULL,4,4,"Accessories",34,34,"Locks",4
446,"PA-T100",35,"Touring-Panniers, Large","Grey",4,3,NULL,0,"T ","Touring-Panniers","Durable, water-proof nylon construction with easy access. Large enough for weekend trips.","00:00.0","00:00.0",NULL,4,4,"Accessories",35,35,"Panniers",4
449,"PU-M044",36,"Mountain Pump","NA",4,3,NULL,0,"M ","Mountain Pump","Simple and light-weight. Emergency patches stored in handle.","00:00.0","00:00.0",NULL,4,4,"Accessories",36,36,"Pumps",4
448,"PU-0452",36,"Minipump","NA",4,3,NULL,0,"S ","Minipump","Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.","00:00.0","00:00.0",NULL,4,4,"Accessories",36,36,"Pumps",4
480,"PK-7098",37,"Patch Kit/8 Patches","NA",4,3,NULL,0,"S ","Patch kit","Includes 8 different size patches, glue and sandpaper.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
528,"TT-M928",37,"Mountain Tire Tube","NA",500,375,NULL,0,"M ","Mountain Tire Tube","Self-sealing tube.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
529,"TT-R982",37,"Road Tire Tube","NA",500,375,NULL,0,"R ","Road Tire Tube","Conventional all-purpose tube.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
537,"TI-M823",37,"HL Mountain Tire","NA",500,375,NULL,0,"M ","HL Mountain Tire","Incredible traction, lightweight carbon reinforced.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
538,"TI-R092",37,"LL Road Tire","NA",500,375,NULL,0,"R ","LL Road Tire","Same great treads as more expensive tire with a less expensive wire bead casing.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
536,"TI-M602",37,"ML Mountain Tire","NA",500,375,NULL,0,"M ","ML Mountain Tire","Great traction, high-density rubber.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
535,"TI-M267",37,"LL Mountain Tire","NA",500,375,NULL,0,"M ","LL Mountain Tire","Comparible traction, less expensive wire bead casing.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
530,"TT-T092",37,"Touring Tire Tube","NA",500,375,NULL,0,"T ","Touring Tire Tube","General purpose tube.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
541,"TI-T723",37,"Touring Tire","NA",500,375,NULL,0,"T ","Touring Tire","High-density rubber.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
540,"TI-R982",37,"HL Road Tire","NA",500,375,NULL,0,"R ","HL Road Tire","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
539,"TI-R628",37,"ML Road Tire","NA",500,375,NULL,0,"R ","ML Road Tire","Higher density rubber.","00:00.0",NULL,"Current",4,4,"Accessories",37,37,"Tires and Tubes",4
189,"SA-M687",NULL,"HL Mountain Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,"SA-R127",NULL,"LL Road Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,"SA-R430",NULL,"ML Road Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,"SA-R522",NULL,"HL Road Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,"SA-T467",NULL,"LL Touring Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,"SA-T612",NULL,"ML Touring Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,"SA-T872",NULL,"HL Touring Seat Assembly","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,"SD-9872",NULL,"HL Spindle/Axle","NA",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,"SD-2342",NULL,"LL Spindle/Axle","NA",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,"SH-4562",NULL,"LL Shell","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,"SH-9312",NULL,"HL Shell","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,"SK-9283",NULL,"Spokes","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,"SL-0931",NULL,"Seat Lug","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,"SM-9087",NULL,"Stem","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,"SP-2981",NULL,"Seat Post","NA",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,"SR-2098",NULL,"Steerer","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,"SS-2985",NULL,"Seat Stays","NA",800,600,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,"ST-9828",NULL,"Seat Tube","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,"TO-2301",NULL,"Top Tube","NA",500,375,NULL,1,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,"TP-0923",NULL,"Tension Pulley","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,"RC-0291",NULL,"Rear Derailleur Cage","Silver",500,375,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,"HJ-1420",NULL,"Thin-Jam Hex Nut 1","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,"HJ-1220",NULL,"Thin-Jam Hex Nut 10","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,"HJ-1213",NULL,"Thin-Jam Hex Nut 9","NA",1000,750,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,"GT-2908",NULL,"HL Grip Tape","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,"GT-1209",NULL,"ML Grip Tape","NA",800,600,NULL,0,NULL,NULL,NULL,"00:00.0",NULL,"Current",NULL,NULL,NULL,NULL,NULL,NULL,NULL
