"productkey","productalternatekey","productsubcategorykey","englishproductname","color","safetystocklevel","reorderpoint","size","daystomanufacture","productline","modelname","englishdescription","startdate","enddate","status","englishproductcategoryname","englishproductsubcategoryname"
482,"SO-R809-L",23,"Racing Socks, L","White",4,3,"L",0,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","00:00.0",NULL,"Current","Clothing","Socks"
488,"SJ-0194-S",21,"Short-Sleeve Classic Jersey, S","Yellow",4,3,"S",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current","Clothing","Jerseys"
489,"SJ-0194-M",21,"Short-Sleeve Classic Jersey, M","Yellow",4,3,"M",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current","Clothing","Jerseys"
490,"SJ-0194-L",21,"Short-Sleeve Classic Jersey, L","Yellow",4,3,"L",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current","Clothing","Jerseys"
491,"SJ-0194-X",21,"Short-Sleeve Classic Jersey, XL","Yellow",4,3,"XL",0,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","00:00.0",NULL,"Current","Clothing","Jerseys"
225,"CA-1098",19,"AWC Logo Cap","Multi",4,3,NULL,0,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","00:00.0",NULL,"Current","Clothing","Caps"
224,"CA-1098",19,"AWC Logo Cap","Multi",4,3,NULL,0,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","00:00.0","00:00.0",NULL,"Clothing","Caps"
223,"CA-1098",19,"AWC Logo Cap","Multi",4,3,NULL,0,"S ","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","00:00.0","00:00.0",NULL,"Clothing","Caps"
219,"SO-B909-L",23,"Mountain Bike Socks, L","White",4,3,"L",0,"M ","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","00:00.0","00:00.0",NULL,"Clothing","Socks"
218,"SO-B909-M",23,"Mountain Bike Socks, M","White",4,3,"M",0,"M ","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","00:00.0","00:00.0",NULL,"Clothing","Socks"
462,"GL-H102-S",20,"Half-Finger Gloves, S","Black",4,3,"S",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0","00:00.0",NULL,"Clothing","Gloves"
461,"SB-M891-L",18,"Men's Bib-Shorts, L","Multi",4,3,"L",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Bib-Shorts"
460,"SB-M891-M",18,"Men's Bib-Shorts, M","Multi",4,3,"M",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Bib-Shorts"
459,"SB-M891-S",18,"Men's Bib-Shorts, S","Multi",4,3,"S",0,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Bib-Shorts"
458,"TG-W091-L",24,"Women's Tights, L","Black",4,3,"L",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL,"Clothing","Tights"
457,"TG-W091-M",24,"Women's Tights, M","Black",4,3,"M",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL,"Clothing","Tights"
456,"TG-W091-S",24,"Women's Tights, S","Black",4,3,"S",0,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","00:00.0","00:00.0",NULL,"Clothing","Tights"
455,"SH-M897-X",22,"Men's Sports Shorts, XL","Black",4,3,"XL",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Shorts"
454,"SH-M897-L",22,"Men's Sports Shorts, L","Black",4,3,"L",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Shorts"
453,"SH-M897-M",22,"Men's Sports Shorts, M","Black",4,3,"M",0,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","00:00.0","00:00.0",NULL,"Clothing","Shorts"
237,"LJ-0192-X",21,"Long-Sleeve Logo Jersey, XL","Multi",4,3,"XL",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current","Clothing","Jerseys"
233,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L","Multi",4,3,"L",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
232,"LJ-0192-L",21,"Long-Sleeve Logo Jersey, L","Multi",4,3,"L",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
231,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M","Multi",4,3,"M",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current","Clothing","Jerseys"
230,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M","Multi",4,3,"M",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
229,"LJ-0192-M",21,"Long-Sleeve Logo Jersey, M","Multi",4,3,"M",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
228,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S","Multi",4,3,"S",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0",NULL,"Current","Clothing","Jerseys"
227,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S","Multi",4,3,"S",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
226,"LJ-0192-S",21,"Long-Sleeve Logo Jersey, S","Multi",4,3,"S",0,"S ","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","00:00.0","00:00.0",NULL,"Clothing","Jerseys"
463,"GL-H102-S",20,"Half-Finger Gloves, S","Black",4,3,"S",0,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","00:00.0",NULL,"Current","Clothing","Gloves"
528,"TT-M928",37,"Mountain Tire Tube","NA",500,375,NULL,0,"M ","Mountain Tire Tube","Self-sealing tube.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
529,"TT-R982",37,"Road Tire Tube","NA",500,375,NULL,0,"R ","Road Tire Tube","Conventional all-purpose tube.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
530,"TT-T092",37,"Touring Tire Tube","NA",500,375,NULL,0,"T ","Touring Tire Tube","General purpose tube.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
480,"PK-7098",37,"Patch Kit/8 Patches","NA",4,3,NULL,0,"S ","Patch kit","Includes 8 different size patches, glue and sandpaper.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
215,"HL-U509",31,"Sport-100 Helmet, Black","Black",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,"Accessories","Helmets"
214,"HL-U509-R",31,"Sport-100 Helmet, Red","Red",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0",NULL,"Current","Accessories","Helmets"
483,"RA-H123",26,"Hitch Rack - 4-Bike","NA",4,3,NULL,0,"S ","Hitch Rack - 4-Bike","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.","00:00.0",NULL,"Current","Accessories","Bike Racks"
535,"TI-M267",37,"LL Mountain Tire","NA",500,375,NULL,0,"M ","LL Mountain Tire","Comparible traction, less expensive wire bead casing.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
536,"TI-M602",37,"ML Mountain Tire","NA",500,375,NULL,0,"M ","ML Mountain Tire","Great traction, high-density rubber.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
537,"TI-M823",37,"HL Mountain Tire","NA",500,375,NULL,0,"M ","HL Mountain Tire","Incredible traction, lightweight carbon reinforced.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
538,"TI-R092",37,"LL Road Tire","NA",500,375,NULL,0,"R ","LL Road Tire","Same great treads as more expensive tire with a less expensive wire bead casing.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
539,"TI-R628",37,"ML Road Tire","NA",500,375,NULL,0,"R ","ML Road Tire","Higher density rubber.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
540,"TI-R982",37,"HL Road Tire","NA",500,375,NULL,0,"R ","HL Road Tire","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
541,"TI-T723",37,"Touring Tire","NA",500,375,NULL,0,"T ","Touring Tire","High-density rubber.","00:00.0",NULL,"Current","Accessories","Tires and Tubes"
484,"CL-9009",29,"Bike Wash - Dissolver","NA",4,3,NULL,0,"S ","Bike Wash","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","00:00.0",NULL,"Current","Accessories","Cleaners"
485,"FE-6654",30,"Fender Set - Mountain","NA",4,3,NULL,0,"M ","Fender Set - Mountain","Clip-on fenders fit most mountain bikes.","00:00.0",NULL,"Current","Accessories","Fenders"
486,"ST-1401",27,"All-Purpose Bike Stand","NA",4,3,NULL,0,"M ","All-Purpose Bike Stand","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.","00:00.0",NULL,"Current","Accessories","Bike Stands"
487,"HY-1023-70",32,"Hydration Pack - 70 oz.","Silver",4,3,"70",0,"S ","Hydration Pack","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","00:00.0",NULL,"Current","Accessories","Hydration Packs"
213,"HL-U509-R",31,"Sport-100 Helmet, Red","Red",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,"Accessories","Helmets"
212,"HL-U509-R",31,"Sport-100 Helmet, Red","Red",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,"Accessories","Helmets"
448,"PU-0452",36,"Minipump","NA",4,3,NULL,0,"S ","Minipump","Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.","00:00.0","00:00.0",NULL,"Accessories","Pumps"
447,"LO-C100",34,"Cable Lock","NA",4,3,NULL,0,"S ","Cable Lock","Wraps to fit front and rear tires, carrier and 2 keys included.","00:00.0","00:00.0",NULL,"Accessories","Locks"
446,"PA-T100",35,"Touring-Panniers, Large","Grey",4,3,NULL,0,"T ","Touring-Panniers","Durable, water-proof nylon construction with easy access. Large enough for weekend trips.","00:00.0","00:00.0",NULL,"Accessories","Panniers"
452,"LT-H903",33,"Headlights - Weatherproof","NA",4,3,NULL,0,"R ","Headlights - Weatherproof","Rugged weatherproof headlight.","00:00.0","00:00.0",NULL,"Accessories","Lights"
451,"LT-H902",33,"Headlights - Dual-Beam","NA",4,3,NULL,0,"R ","Headlights - Dual-Beam","Rechargeable dual-beam headlight.","00:00.0","00:00.0",NULL,"Accessories","Lights"
222,"HL-U509-B",31,"Sport-100 Helmet, Blue","Blue",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0",NULL,"Current","Accessories","Helmets"
221,"HL-U509-B",31,"Sport-100 Helmet, Blue","Blue",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,"Accessories","Helmets"
220,"HL-U509-B",31,"Sport-100 Helmet, Blue","Blue",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,"Accessories","Helmets"
450,"LT-T990",33,"Taillights - Battery-Powered","NA",4,3,NULL,0,"R ","Taillight","Affordable light for safe night riding - uses 3 AAA batteries","00:00.0","00:00.0",NULL,"Accessories","Lights"
449,"PU-M044",36,"Mountain Pump","NA",4,3,NULL,0,"M ","Mountain Pump","Simple and light-weight. Emergency patches stored in handle.","00:00.0","00:00.0",NULL,"Accessories","Pumps"
217,"HL-U509",31,"Sport-100 Helmet, Black","Black",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0",NULL,"Current","Accessories","Helmets"
216,"HL-U509",31,"Sport-100 Helmet, Black","Black",4,3,NULL,0,"S ","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.","00:00.0","00:00.0",NULL,"Accessories","Helmets"
477,"WB-H098",28,"Water Bottle - 30 oz.","NA",4,3,NULL,0,"S ","Water Bottle","AWC logo water bottle - holds 30 oz; leak-proof.","00:00.0",NULL,"Current","Accessories","Bottles and Cages"
478,"BC-M005",28,"Mountain Bottle Cage","NA",4,3,NULL,0,"M ","Mountain Bottle Cage","Tough aluminum cage holds bottle securly on tough terrain.","00:00.0",NULL,"Current","Accessories","Bottles and Cages"
479,"BC-R205",28,"Road Bottle Cage","NA",4,3,NULL,0,"R ","Road Bottle Cage","Aluminum cage is lighter than our mountain version; perfect for long distance trips.","00:00.0",NULL,"Current","Accessories","Bottles and Cages"
